"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"MEX","WAGEGAP","EMPLOYEE","PC_PNT","A","2013",15.433403805,
"MEX","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",18.3,
"MEX","WAGEGAP","EMPLOYEE","PC_PNT","A","2015",16.666666667,
"MEX","WAGEGAP","EMPLOYEE","PC_PNT","A","2016",16.492248062,
"NLD","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2004",37.01442,
"NLD","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2005",38.55967,
"NLD","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2006",42.26968,
"NLD","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2007",44.16867,
"NLD","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2008",41.46991,
"NLD","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2009",35.05296,
"NLD","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2010",30.3141,
"NLD","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2011",27.78578,
"NLD","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2012",26.04766,
"NLD","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2013",22.18454,
"NLD","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2014",22.8437,
"NLD","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2015",23.43887,
"NLD","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",16.050386022,
"NLD","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",16.008064516,
"NLD","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",17.88914703,
"NLD","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",14.11468179,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","1998",41.25874,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","1999",39.80355,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2000",35.60338,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2001",30.16353,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2002",27.87761,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2003",29.46861,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2004",33.1731,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2005",35.44793,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2006",33.9988,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2007",36.16145,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2008",34.68623,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2009",35.24718,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2010",34.14882,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2011",31.6638,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2012",32.36124,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2013",32.61223,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2014",36.85513,
"NZL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2015",38.15081,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","1984",21.474652004,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","1986",23.014998739,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","1988",20.289233742,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","1990",17.111123524,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","1992",15.57156471,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","1994",13.302432435,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","1995",13.68282986,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","1996",20.394885993,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","1997",12.709497164,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","1998",11.4,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","1999",8.3333333333,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2000",7.1665560717,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2001",8.0562659847,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",7.3125,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2003",7.6923076923,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2004",8.0766995933,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2005",9.6111111111,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",9.3333333333,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2007",7.1428571429,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2008",8.0536912752,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2009",8.7591240876,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",7.0112359551,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2011",4.5333333333,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2012",5.9079061685,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2013",6.5943238731,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",6.0833333333,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2015",7.92,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2016",7.7692307692,
"NZL","WAGEGAP","EMPLOYEE","PC_PNT","A","2017",7.1508379888,
"NOR","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2003",32.32259,
"NOR","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2004",32.48557,
"NOR","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2005",30.87852,
"NOR","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2006",27.91964,
"NOR","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2007",26.36008,
"NOR","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2008",28.09613,
"NOR","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2009",28.10398,
"NOR","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2010",26.65663,
"NOR","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2011",25.35114,
"NOR","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2012",18.6766,
"NOR","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2013",18.54118,
"NOR","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2014",17.39385,
"NOR","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2015",24.01694,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","1997",10.066471683,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","1998",10.08034702,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","1999",10.140724541,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","2000",10.188542422,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","2001",10.742867084,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",10.681873927,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","2003",10.211701156,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","2004",9.7057919803,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","2005",9.3885160328,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",9.1624347329,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","2007",9.8311482592,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","2008",9.2356687898,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","2009",8.6687306502,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",8.0597014925,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","2011",7.7809798271,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","2012",6.4066852368,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","2013",7.0080862534,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",6.2827225131,
"NOR","WAGEGAP","EMPLOYEE","PC_PNT","A","2015",7.1246819338,
"POL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2004",53.69145,
"POL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2005",54.65533,
"POL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2006",53.15017,
"POL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2007",56.82786,
"POL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2008",58.06636,
"POL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2009",61.635,
"POL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2010",61.63191,
"POL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2011",61.92813,
"POL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2012",61.23438,
"POL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2013",60.21186,
"POL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2014",58.68842,
"POL","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2015",58.04454,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","1991",20.148817179,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","1992",17.247705062,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","1993",20.028668251,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","1994",18.853943975,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","1995",20.104613517,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","1996",20.465695126,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","1997",18.568771518,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","1998",19.107622599,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","1999",17.559320693,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","2001",14.299742455,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",11.315955411,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","2004",10.638848907,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",11.440420483,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","2008",12.993822243,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",7.1902070437,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","2012",10.620155274,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",11.07286288,
"POL","WAGEGAP","EMPLOYEE","PC_PNT","A","2016",9.4178809362,
"PRT","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2006",62.25012,
"PRT","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2007",60.9224,
"PRT","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2008",60.39191,
"PRT","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2009",58.3902,
"PRT","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2010",59.24472,
"PRT","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2011",58.69573,
"PRT","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2012",54.43711,
"PRT","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2013",47.00924,
"PRT","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2014",40.36808,
"PRT","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2015",39.45394,
"PRT","WAGEGAP","EMPLOYEE","PC_PNT","A","2004",13.030303516,
"PRT","WAGEGAP","EMPLOYEE","PC_PNT","A","2005",15.966388101,
"PRT","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",14.354839495,
"PRT","WAGEGAP","EMPLOYEE","PC_PNT","A","2007",15.277779722,
"PRT","WAGEGAP","EMPLOYEE","PC_PNT","A","2008",15.63548277,
"PRT","WAGEGAP","EMPLOYEE","PC_PNT","A","2009",13.792500584,
"PRT","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",13.450867734,
"PRT","WAGEGAP","EMPLOYEE","PC_PNT","A","2011",15.248122552,
"PRT","WAGEGAP","EMPLOYEE","PC_PNT","A","2012",16.315464897,
"PRT","WAGEGAP","EMPLOYEE","PC_PNT","A","2013",16.666666667,
"PRT","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",18.879690138,
"PRT","WAGEGAP","EMPLOYEE","PC_PNT","A","2015",18.917016404,
"PRT","WAGEGAP","EMPLOYEE","PC_PNT","A","2016",14.285714286,
"SVK","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2004",21.46562,
"SVK","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2005",19.86987,
"SVK","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2006",23.73948,
"SVK","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2007",26.85341,
"SVK","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2008",29.88481,
"SVK","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2009",31.57912,
"SVK","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2010",30.92767,
"SVK","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2011",32.20732,
"SVK","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2012",32.33683,
"SVK","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2013",35.46737,
"SVK","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2014",31.51595,
"SVK","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2015",30.09159,
"SVK","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",20.355160932,
"SVK","WAGEGAP","EMPLOYEE","PC_PNT","A","2003",20.689655172,
"SVK","WAGEGAP","EMPLOYEE","PC_PNT","A","2004",20.88376561,
"SVK","WAGEGAP","EMPLOYEE","PC_PNT","A","2005",20.099255583,
"SVK","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",17.802768166,
"SVK","WAGEGAP","EMPLOYEE","PC_PNT","A","2007",17.521704815,
"SVK","WAGEGAP","EMPLOYEE","PC_PNT","A","2008",16.444769568,
"SVK","WAGEGAP","EMPLOYEE","PC_PNT","A","2009",16.432721259,
"SVK","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",14.851117649,
"SVK","WAGEGAP","EMPLOYEE","PC_PNT","A","2011",15.449856429,
"SVK","WAGEGAP","EMPLOYEE","PC_PNT","A","2012",15.965269161,
"SVK","WAGEGAP","EMPLOYEE","PC_PNT","A","2013",14.109329757,
"SVK","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",14.350047529,
"SVK","WAGEGAP","EMPLOYEE","PC_PNT","A","2015",13.376624885,
"SVK","WAGEGAP","EMPLOYEE","PC_PNT","A","2016",13.899182143,
"SVK","WAGEGAP","EMPLOYEE","PC_PNT","A","2017",15.040042332,
"ESP","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2005",38.9835,
"ESP","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2006",37.54261,
"ESP","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2007",36.20565,
"ESP","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2008",31.65397,
"ESP","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2009",29.97128,
"ESP","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2010",24.73824,
"ESP","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2011",23.48895,
"ESP","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2012",23.03539,
"ESP","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2013",24.90015,
"ESP","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2014",28.5696,
"ESP","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2015",28.51277,
"ESP","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",17.161961367,
"ESP","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",13.533333333,
"ESP","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",13.504464286,
"ESP","WAGEGAP","EMPLOYEE","PC_PNT","A","2014",11.540497618,
"SWE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2003",5.566274,
"SWE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2004",13.16924,
"SWE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2005",18.08114,
"SWE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2006",19.74644,
"SWE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2007",12.05308,
"SWE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2008",9.974877,
"SWE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2009",15.58998,
"SWE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2010",17.99809,
"SWE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2011",17.93543,
"SWE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2012",12.70673,
"SWE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2013",18.77645,
"SWE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2014",16.23772,
"SWE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2015",23.17777,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1975",18.269617706,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1978",16.553919618,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1980",12.765072765,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1981",15.202702703,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1982",13.591397849,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1983",14.532871972,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1984",15.863539446,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1985",16.680814941,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1986",15.080346106,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1987",14.660743134,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1988",17.52254018,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1989",19.572553431,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1990",19.037199125,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1991",19.27756654,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1992",19.042189282,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1993",18.747598924,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1994",17.230886269,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1995",18.776290631,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1996",16.385011021,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1997",16.725978648,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1998",16.958462067,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","1999",16.845637584,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","2000",15.495732108,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","2001",16.591494845,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","2002",15.857913099,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","2003",16.005080978,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","2004",15.320591862,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","2005",14.444111477,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","2006",14.589486119,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","2007",16.363636364,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","2008",15.389048991,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","2009",14.917436328,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","2010",14.321260713,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","2011",15.934515689,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","2012",15.135869565,
"SWE","WAGEGAP","EMPLOYEE","PC_PNT","A","2013",13.420490928,
"CHE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2007",58.17344,
"CHE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2008",56.09236,
"CHE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2009",51.42194,
"CHE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2010",50.67003,
"CHE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2011",49.34988,
"CHE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2012",50.09189,
"CHE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2013",44.25847,
"CHE","WAGEGAP","SELFEMPLOYED","PC_PNT","A","2014",42.33631,
